msgid,msgstr
Reference document has been cancelled,Referenčný dokument bol zrušený
Reference name,Názov odkazu
Reference: {0} {1},Referencia: {0} {1}
Referrer,Odvolávateľ
Refresh,Obnoviť
Refresh All,Obnoviť všetko
Refresh Google Sheet,Obnoviť Google Sheet
Refresh Token,Obnoviť token
Refreshing,Obnovovanie
Refreshing...,Aktualizuje sa...
Registered but disabled,"Registrované, ale zakázané"
Rejected,Zamietnuté
Relay Server URL missing,Chýba URL adresa relačného servera
Relay Settings,Nastavenia relé
Release,Uvoľniť
Release Notes,Poznámky k vydaniu
Relink,Prepojiť
Relink Communication,Prepojiť komunikáciu
Relinked,Prepojené
Reload,Načítať znova
Reload File,Načítať súbor
Reload List,Načítať zoznam
Reload Report,Načítať správu
Remember Last Selected Value,Pamätaj poslednú vybranú hodnotu
Remind At,Pripomenúť o
Remind Me,Pripomeň mi
Remind Me In,Pripomeň mi za
Reminder,Pripomienka
Reminder cannot be created in past.,Pripomienka nemôže byť vytvorená v minulosti.
Reminder set at {0},Pripomienka nastavená na {0}
Remove,Odstrániť
Remove Failed Jobs,Odstrániť zlyhané úlohy
Remove Field,Odstrániť pole
Remove Section,Odstrániť sekciu
Remove all customizations?,Odstrániť všetky prispôsobenia?
Remove all fields in the column,Odstrániť všetky polia v stĺpci
Remove column,Odstrániť stĺpec
Remove field,Odstrániť pole
Remove last column,Odstrániť posledný stĺpec
Remove page break,Odstrániť zalomenie strany
Remove section,Odstrániť sekciu
Remove tab,Odstrániť kartu
Removed {0},Odstránené {0}
Rename,Premenovať
Rename Fieldname,Premenovať názov poľa
Rename {0},Premenujte {0}
"Renamed files and replaced code in controllers, please check!","Premenované súbory a nahradený kód v kontroléroch, prosím skontrolujte!"
Render labels to the left and values to the right in this section,Zobrazte štítky vľavo a hodnoty vpravo v tejto sekcii
Reopen,Znova otvoriť
Repeat,Opakovať
Repeat Header and Footer,Opakovať hlavičku a pätu
Repeat On,Opakovať v deň
Repeat Till,Opakovať do
Repeat on Day,Opakovať v deň
Repeat on Days,Opakovať po dňoch
Repeat on Last Day of the Month,Opakovať v posledný deň mesiaca
Repeat this Event,Opakovanie tejto udalosti
"Repeats like ""aaa"" are easy to guess",Opakovania ako „aaa“ sa ľahko uhádnu
"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",Opakovania ako „abcabcabc“ sú len o niečo ťažšie uhádnuteľné než „abc“
Repeats {0},Opakuje sa {0}
Replied,Odpovedané
Reply,Odpoveď
Reply All,Odpovedať všetkým
Report,Správa
Report Builder,Tvorca správ
Report Column,Stĺpec reportu
Report Description,Popis reportu
Report Document Error,Nahlásiť chybu dokumentu
Report Filter,Filter reportu
Report Filters,Filtre prehľadu
Report Hide,Skryť správu
Report Information,Informácie o reporte
Report Manager,Manažér správ
Report Name,Názov správy
"Report Name, Report Field and Fucntion are required to create a number card","Názov reportu, Pole reportu a Funkcia sú potrebné na vytvorenie číselnej karty"
Report Ref DocType,Referenčný dokument typu Report
Report Reference Doctype,Doctype referencie výkazu
Report Type,Typ správy
Report View,Prehľad zostavy
Report cannot be set for Single types,Report nie je možné nastaviť pre typy Single
"Report has no data, please modify the filters or change the Report Name","Správa nemá žiadne údaje, prosím, upravte filtre alebo zmeňte názov správy"
"Report has no numeric fields, please change the Report Name","Správa nemá žiadne číselné polia, prosím zmeňte názov správy"
"Report initiated, click to view status","Správa inicializovaná, kliknite pre zobrazenie stavu"
Report limit reached,Limit hlásení dosiahnutý
Report timed out.,Platnosť hlásenia vypršala.
Report updated successfully,Správa bola úspešne aktualizovaná
Report was not saved (there were errors),Správa nebola uložená (vyskytli sa chyby)
Report with more than 10 columns looks better in Landscape mode.,Správa s viac ako 10 stĺpcami vyzerá lepšie v režime na šírku.
Report {0},Správa {0}
Report {0} deleted,Správa {0} odstránená
Report {0} is disabled,Správa {0} je deaktivovaná
Report {0} saved,Správa {0} uložená
Report:,Správa:
Reports,Správy
Reports & Masters,Správy a Základné údaje
Reports already in Queue,Správy už sú v poradí
Represents a User in the system.,Predstavuje používateľa v systéme.
Represents the states allowed in one document and role assigned to change the state.,Predstavuje stavy povolené v jednom dokumente a rolu priradenú na zmenu stavu.
Request Account Deletion,Požiadať o vymazanie účtu
Request Body,Telo žiadosti
Request Data,Údaje žiadosti
Request Description,Popis žiadosti
Request Headers,Hlavičky požiadavky
Request ID,ID Žiadosti
Request Limit,Limit žiadosti
Request Method,Metóda požiadavky
Request Structure,Štruktúra požiadavky
Request Timed Out,Čas požiadavky vypršal
Request Timeout,Vypršanie časového limitu požiadavky
Request URL,URL žiadosti
Require Trusted Certificate,Vyžadovať Dôveryhodný Certifikát
"Requires any valid fdn path. i.e. ou=groups,dc=example,dc=com","Vyžaduje platnú fdn cestu, napr. ou=groups,dc=example,dc=com"
"Requires any valid fdn path. i.e. ou=users,dc=example,dc=com","Vyžaduje akúkoľvek platnú cestu fdn, napr. ou=users,dc=example,dc=com"
Res: {0},Výsledok: {0}
Reset,Resetujte
Reset All Customizations,Resetovať všetky prispôsobenia
Reset Changes,Obnoviť zmeny
Reset Chart,Obnoviť graf
Reset Dashboard Customizations,Resetovať prispôsobenia nástenky
Reset Fields,Resetovať polia
Reset LDAP Password,Resetovať LDAP heslo
Reset Layout,Resetovať rozloženie
Reset OTP Secret,Obnoviť tajný klúč OTP
Reset Password,Obnoviť heslo
Reset Password Key,Resetovacia Kľúč pre Heslo
Reset Password Link Expiry Duration,Trvanie vypršania odkazu na obnovenie hesla
Reset Password Template,Šablóna pre obnovenie hesla
Reset Permissions for {0}?,Resetovať povolenia pre {0}?
Reset To Default,Obnoviť na predvolené nastavenie
Reset sorting,Resetovať triedenie
Reset the password for your account,Obnovte heslo k vášmu účtu
Reset to default,Obnoviť na predvolené
Reset to defaults,Resetovať na predvolené
Reset your password,Obnovte svoje heslo
Response,Odpoveď
Response,Odpoveď
Response Type,Typ odozvy
Rest of the day,Zvyšok dňa
Restore,Obnoviť
Restore Original Permissions,Obnoviť pôvodné povolenia
Restore to default settings?,Obnoviť na predvolené nastavenia?
Restored,Obnovené
Restoring Deleted Document,Obnovenie vymazaného dokumentu
Restrict IP,Obmedziť IP
Restrict To Domain,Obmedziť na doménu
Restrict to Domain,Obmedziť na doménu
Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),Obmedzte používateľa len z tejto IP adresy. Viacero IP adries môže byť pridaných oddelením čiarkami. Tiež akceptuje čiastočné IP adresy ako (111.111.111)
Restrictions,Obmedzenia
Result,Výsledok
Resume Sending,Obnoviť odosielanie
Retry,Opakovať
Retry Sending,Znova odoslať
Return to the Verification screen and enter the code displayed by your authentication app,Vráťte sa na obrazovku overenia a zadajte kód zobrazený v aplikácii na overovanie totožnosti.
Reverse Icon Color,Zmeniť farbu ikony na opačnú
Revert,Vrátiť späť
Revert Of,Vrátenie z
Reverted,Vrátené späť
Reverting length to {0} for '{1}' in '{2}'. Setting the length as {3} will cause truncation of data.,Obnovenie dĺžky na {0} pre '{1}' v '{2}'. Nastavenie dĺžky na {3} spôsobí skrátenie údajov.
Review,Recenzia
Review Level,Úroveň posúdenia
Review Levels,Úrovne kontroly
Review Points,Hodnotiace body
Reviews,Recenzie
Revocation URI,Revokačný URI
Revoke,Odobrať
Revoked,Zrušené
Rich Text,Formátovaný text
Right,Pravý
Right,Pravý
Right Bottom,Pravý dolný roh
Right Center,Pravý stred
Robots.txt,Robots.txt
Role,Rola
Role 'All' will be given to all system + website users.,Rola 'All' bude pridelená všetkým používateľom systému + webových stránok.
Role 'Desk User' will be given to all system users.,Rola 'Desk User' bude pridelená všetkým používateľom systému.
Role Name,Názov roly
Role Permission for Page and Report,Povolenie role pre stránku a správu
Role Permissions,Oprávnenia rolí
Role Permissions Manager,Manažér oprávnení rolí
Role Permissions Manager,Manažér oprávnení rolí
Role Profile,Profil úlohy
Role and Level,Rola a úroveň
Role has been set as per the user type {0},Rola bola nastavená podľa typu používateľa {0}
Roles,Roly
Roles & Permissions,Role a oprávnenia
Roles Assigned,Priradené role
Roles HTML,HTML rolí
Roles Html,Role Html
Roles can be set for users from their User page.,Role je možné nastaviť používateľom na ich stránke Používateľa.
Root {0} cannot be deleted,Koreň {0} nemožno vymazať
Round Robin,Striedavo
Rounding Method,Metóda zaokrúhľovania
Route,Trasa
Route History,História trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás trás ujkinvfwvlsdfvdftwgfuyn lebih továbbítica --> --- História trasy
Route Redirects,Presmerovania trasy
"Route: Example ""/app""","Trasa: Príklad ""/app"""
Row,Riadok
Row #,Riadok #
Row # {0}: Non administrator user can not set the role {1} to the custom doctype,Riadok č. {0}: Neadministrátorský používateľ nemôže nastaviť rolu {1} pre vlastný doctype
Row #{0}:,Riadok č. {0}:
Row #{}: Fieldname is required,Riadok #{}: Názov poľa je povinný
Row Index,Index riadku
Row Indexes,Indexy riadkov
Row Name,Názov riadku
Row Number,Číslo riadku
Row Values Changed,Hodnoty riadkov sa zmenili
Row {0},Riadok {0}
Row {0}: Not allowed to disable Mandatory for standard fields,Riadok {0}: Nie je dovolené zakázať povinné nastavenie pre štandardné polia
Row {0}: Not allowed to enable Allow on Submit for standard fields,"Riadok {0}: Nie je povolené povoliť ""Allow on Submit"" pre štandardné polia"
Rows Added,Pridané riadky
Rows Removed,Riadky odstránené
Rule,Pravidlo
Rule Conditions,Podmienky pravidla
Rule Name,Názov pravidla
"Rule for this doctype, role, permlevel and if-owner combination already exists.","Pravidlo pre tento doctype, rolu, úroveň oprávnenia a kombináciu s vlastníkom už existuje."
Rules,Pravidlá
Rules defining transition of state in the workflow.,Pravidlá definujúce prechod stavov v pracovnom postupe.
"Rules for how states are transitions, like next state and which role is allowed to change state etc.","Pravidlá pre to, ako sa stavy menia, ako napríklad nasledujúci stav a ktorá rola má povolenie zmeniť stav atď."
Rules with higher priority number will be applied first.,Pravidlá s vyšším číslom priority budú uplatnené ako prvé.
Run Jobs only Daily if Inactive For (Days),"Spustiť úlohy iba denne, ak neaktívne po dobu (dní)"
Run scheduled jobs only if checked,Spustite naplánované úlohy iba ak je zaškrtnuté
S3 Backup Settings,Nastavenia zálohovania S3
S3 Backup complete!,Záloha S3 dokončená!
S3 Bucket Details,Podrobnosti o S3 Buckete
SMS,SMS
SMS Gateway URL,URL SMS brány
SMS Parameter,SMS parameter
SMS Settings,Nastavenia SMS
SMS sent successfully,SMS úspešne odoslaná
SMS was not sent. Please contact Administrator.,"SMS nebola odoslaná. Prosím, kontaktujte administrátora."
SMTP Server is required,SMTP server je vyžadovaný
SMTP Settings for outgoing emails,Nastavenia SMTP pre odchádzajúce e-maily
SQL,SQL
"SQL Conditions. Example: status=""Open""","SQL podmienky. Príklad: status=""Open"""
SQL Explain,SQL Vysvetlenie
SQL Output,Výstup SQL
SQL Queries,SQL dotazy
SSL/TLS Mode,Režim SSL/TLS
SWATCHES,VZORKY
Sales Manager,Manažér predaja
Sales Master Manager,Manažér predajných majstrov
Sales User,Používateľ predaja
Salesforce,Salesforce
Salutation,Oslovenie
Same Field is entered more than once,Rovnaké pole je zadané viackrát.
Sample,Vzor
Saturday,Sobota
Save,Uložiť
Save API Secret: {0},Ulož API tajomstvo: {0}
Save Anyway,Uložiť napriek tomu
Save As,Uložiť ako
Save Customizations,Uložiť úpravy
Save Filter,Uložiť filter
Save Report,Uložiť správu
Save filters,Ulož filtre
Save on Completion,Uložiť po dokončení
Save the document.,Uložte dokument.
Saved,Uložené
